sample_id,sample_type,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,top_bottom,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
MAWC.LBFL21_4_1_2_cm,peat,139,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_11_12_cm,peat,140,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_13_14_cm,peat,141,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_15_16_cm,peat,142,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_17_18_cm,peat,143,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_19_20_cm,peat,144,LBFL21 peat core,,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_21_22_cm,peat,145,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_23_24_cm,peat,146,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_3_4_cm,peat,147,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_5_6_cm,peat,148,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_7_8_cm,peat,149,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_9_10_cm,peat,150,LBFL21 peat core,,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_10_11_cm,peat,151,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_12_13_cm,peat,152,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_14_15_cm,peat,153,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_16_17_cm,peat,154,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_18_19_cm,peat,155,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_2_3_cm,peat,156,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_20_21_cm,peat,157,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_22_23_cm,peat,158,LBFL21 peat core,,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_4_5_cm,peat,159,LBFL21 peat core,,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_6_7_cm,peat,160,LBFL21 peat core,,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_8_9_cm,peat,161,LBFL21 peat core,,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LF1B,peat,162,Libby Flats,,41.334433,-106.286006,3219,,5,7,,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF2B,peat,163,Libby Flats,,41.334433,-106.286006,3219,,5,7,,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF3B,peat,164,Libby Flats,,41.334433,-106.286006,3219,,5,7,,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF4B,peat,165,Libby Flats,,41.334433,-106.286006,3219,,5,7,,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LI1A,peat,166,Libby Flats (main),,41.320984,-106.278531,3195,,3,5,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI1B,peat,167,Libby Flats (main),,41.320984,-106.278531,3195,,59,61,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI2A,peat,168,Libby Flats (main),,41.320984,-106.278531,3195,,3,5,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI2B,peat,169,Libby Flats (main),,41.320984,-106.278531,3195,,81,83,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI3A,peat,170,Libby Flats (main),,41.320984,-106.278531,3195,,3,5,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI3B,peat,171,Libby Flats (main),,41.320984,-106.278531,3195,,12,14,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI4A,peat,172,Libby Flats (main),,41.320984,-106.278531,3195,,3,5,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI4B,peat,173,Libby Flats (main),,41.320984,-106.278531,3195,,12,14,,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LL1A_J,peat,174,Lily Lake,,44.949021,-109.715581,2341,,3,5,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL1B_J,peat,175,Lily Lake,,44.949021,-109.715581,2341,,28,30,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL2A_J,peat,176,Lily Lake,,44.949021,-109.715581,2341,,3,5,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL2B_J,peat,177,Lily Lake,,44.949021,-109.715581,2341,,34,36,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL3A_J,peat,178,Lily Lake,,44.949021,-109.715581,2341,,3,5,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL3B_J,peat,179,Lily Lake,,44.949021,-109.715581,2341,,72,74,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL4A_J,peat,180,Lily Lake,,44.949021,-109.715581,2341,,3,5,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL4B_J,peat,181,Lily Lake,,44.949021,-109.715581,2341,,70,72,,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LY1A_S,peat,182,Lily Lake (BTNF),,43.770437,-110.326871,2456,,3,5,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY1B_S,peat,183,Lily Lake (BTNF),,43.770437,-110.326871,2456,,9,11,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY2A_S,peat,184,Lily Lake (BTNF),,43.770437,-110.326871,2456,,3,5,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY2B_S,peat,185,Lily Lake (BTNF),,43.770437,-110.326871,2456,,11,13,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY3B_S,peat,186,Lily Lake (BTNF),,43.770437,-110.326871,2456,,5,7,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY4A_S,peat,187,Lily Lake (BTNF),,43.770437,-110.326871,2456,,3,5,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY4B_S,peat,188,Lily Lake (BTNF),,43.770437,-110.326871,2456,,5,7,,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LZ1A,peat,189,Lizard Head fen,,37.834749,-107.906096,3327,,3,5,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ1B,peat,190,Lizard Head fen,,37.834749,-107.906096,3327,,NA,NA,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ2A,peat,191,Lizard Head fen,,37.834749,-107.906096,3327,,3,5,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ2B,peat,192,Lizard Head fen,,37.834749,-107.906096,3327,,19,21,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ3A,peat,193,Lizard Head fen,,37.834749,-107.906096,3327,,3,5,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ3B,peat,194,Lizard Head fen,,37.834749,-107.906096,3327,,15,17,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ4A,peat,195,Lizard Head fen,,37.834749,-107.906096,3327,,3,5,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ4B,peat,196,Lizard Head fen,,37.834749,-107.906096,3327,,14,16,,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.MB1A,peat,197,Medicine Bow fen,,41.349467,-106.233236,3176,,3,5,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB2B,peat,198,Medicine Bow fen,,41.349467,-106.233236,3176,,5,7,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB3A,peat,199,Medicine Bow fen,,41.349467,-106.233236,3176,,3,5,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB3B,peat,200,Medicine Bow fen,,41.349467,-106.233236,3176,,15,17,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB4A,peat,201,Medicine Bow fen,,41.349467,-106.233236,3176,,3,5,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB4B,peat,202,Medicine Bow fen,,41.349467,-106.233236,3176,,5,7,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB5A,peat,203,Medicine Bow fen,,41.349467,-106.233236,3176,,3,5,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB5B,peat,204,Medicine Bow fen,,41.349467,-106.233236,3176,,5,7,,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.ME1A_S,peat,205,Meadow Lake fen,,44.925679,-109.546481,3011,,3,5,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME1B_S,peat,206,Meadow Lake fen,,44.925679,-109.546481,3011,,11,13,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME2A_S,peat,207,Meadow Lake fen,,44.925679,-109.546481,3011,,3,5,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME2B_S,peat,208,Meadow Lake fen,,44.925679,-109.546481,3011,,19,21,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME3A_S,peat,209,Meadow Lake fen,,44.925679,-109.546481,3011,,3,5,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME3B_S,peat,210,Meadow Lake fen,,44.925679,-109.546481,3011,,10,12,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME4A_S,peat,211,Meadow Lake fen,,44.925679,-109.546481,3011,,3,5,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME4B_S,peat,212,Meadow Lake fen,,44.925679,-109.546481,3011,,7,9,,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ML1A_J,peat,213,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML1B_J,peat,214,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,29,31,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML2A_J,peat,215,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML3A_J,peat,216,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML3B_J,peat,217,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,29,31,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML4A_J,peat,218,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML4B_J,peat,219,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,24,26,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML5A_J,peat,220,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML5B_J,peat,221,Mountain Lake,,44.926738,-109.529047,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,50,52,,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.MP1A,peat,222,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,3,5,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP1B,peat,223,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,19,21,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP2A,peat,224,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,3,5,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP2B,peat,225,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,5,7,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP3A,peat,226,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,3,5,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP3B,peat,227,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,17,19,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP4A,peat,228,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,3,5,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP4B,peat,229,Medicine Bow Pass fen,,41.323336,-106.325568,3196,,5,7,,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.NF1A,peat,230,North Fork Rock Creek,,41.459646,-106.232139,2965,,3,5,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF1B,peat,231,North Fork Rock Creek,,41.459646,-106.232139,2965,,13,15,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF2A,peat,232,North Fork Rock Creek,,41.459646,-106.232139,2965,,3,5,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF2B,peat,233,North Fork Rock Creek,,41.459646,-106.232139,2965,,12,14,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF3A,peat,234,North Fork Rock Creek,,41.459646,-106.232139,2965,,3,5,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF3B,peat,235,North Fork Rock Creek,,41.459646,-106.232139,2965,,13,15,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF4A,peat,236,North Fork Rock Creek,,41.459646,-106.232139,2965,,3,5,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF4B,peat,237,North Fork Rock Creek,,41.459646,-106.232139,2965,,10,12,,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.PC1A,peat,238,Pole Creek,,44.169988,-106.912431,2353,,3,5,,13.64,system water temperature,3.4,-2.7,9.4,504.93,PRISM 1991-2020 800-m,,,,
MAWC.PC1B,peat,239,Pole Creek,,44.169988,-106.912431,2353,,20,22,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC2A,peat,240,Pole Creek,,44.169988,-106.912431,2353,,3,5,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC2B,peat,241,Pole Creek,,44.169988,-106.912431,2353,,20,22,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC3A,peat,242,Pole Creek,,44.169988,-106.912431,2353,,3,5,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC3B,peat,243,Pole Creek,,44.169988,-106.912431,2353,,20,22,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC4A,peat,244,Pole Creek,,44.169988,-106.912431,2353,,3,5,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.PC4B,peat,245,Pole Creek,,44.169988,-106.912431,2353,,14,16,,13.64,system water temperature,3.4,-2.7,9.4,505,PRISM 1991-2020 800-m,,,,
MAWC.RC1A,peat,246,Ranger Creek,,44.611622,-107.265996,2507,,3,5,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC1B,peat,247,Ranger Creek,,44.611622,-107.265996,2507,,6,8,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC2A,peat,248,Ranger Creek,,44.611622,-107.265996,2507,,3,5,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC2B,peat,249,Ranger Creek,,44.611622,-107.265996,2507,,10,12,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC3A,peat,250,Ranger Creek,,44.611622,-107.265996,2507,,3,5,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC3B,peat,251,Ranger Creek,,44.611622,-107.265996,2507,,15,17,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC4A,peat,252,Ranger Creek,,44.611622,-107.265996,2507,,3,5,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RC4B,peat,253,Ranger Creek,,44.611622,-107.265996,2507,,52,54,,10.83,system water temperature,2.1,-3.9,8.1,660,PRISM 1991-2020 800-m,,,,
MAWC.RM1A,peat,254,Red Mountain,,37.902285,-107.709179,3355,,3,5,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM1B,peat,255,Red Mountain,,37.902285,-107.709179,3355,,18,20,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM2A,peat,256,Red Mountain,,37.902285,-107.709179,3355,,3,5,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM2B,peat,257,Red Mountain,,37.902285,-107.709179,3355,,12,14,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM3A,peat,258,Red Mountain,,37.902285,-107.709179,3355,,3,5,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM3B,peat,259,Red Mountain,,37.902285,-107.709179,3355,,23,25,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM4A,peat,260,Red Mountain,,37.902285,-107.709179,3355,,3,5,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM4B,peat,261,Red Mountain,,37.902285,-107.709179,3355,,29,31,,10.92,system water temperature,1.5,-5.3,8.3,1037,PRISM 1991-2020 800-m,,,,
MAWC.RR2A,peat,262,Rob Roy Reservoir,,41.229141,-106.269398,2916,,3,5,,11.88,system water temperature,1.4,-5.1,7.9,882,PRISM 1991-2020 800-m,,,,
MAWC.RR2B,peat,263,Rob Roy Reservoir,,41.229141,-106.269398,2916,,19,21,,11.88,system water temperature,1.4,-5.1,7.9,882,PRISM 1991-2020 800-m,,,,
MAWC.RR3A,peat,264,Rob Roy Reservoir,,41.229141,-106.269398,2916,,3,5,,11.88,system water temperature,1.4,-5.1,7.9,882,PRISM 1991-2020 800-m,,,,
MAWC.RR3B,peat,265,Rob Roy Reservoir,,41.229141,-106.269398,2916,,11,13,,11.88,system water temperature,1.4,-5.1,7.9,882,PRISM 1991-2020 800-m,,,,
MAWC.RR4B,peat,266,Rob Roy Reservoir,,41.229141,-106.269398,2916,,5,7,,11.88,system water temperature,1.4,-5.1,7.9,882,PRISM 1991-2020 800-m,,,,
MAWC.SG1A,peat,267,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,3,5,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG1B,peat,268,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,21,23,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG2A,peat,269,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,3,5,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG2B,peat,270,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,20,22,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG3A,peat,271,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,3,5,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG3B,peat,272,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,22,24,,6.2,system water temperature,2.2,-5.2,9.5,530,PRISM 1991-2020 800-m,,,,
MAWC.SG4A,peat,273,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,3,5,,6.2,system water temperature,2.2,-5.2,9.5,530,,,,,
MAWC.SG4B,peat,274,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,15,17,,6.2,system water temperature,2.2,-5.2,9.5,530,,,,,
MAWC.SG5A,peat,275,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,3,5,,6.2,system water temperature,2.2,-5.2,9.5,530,,,,,
MAWC.SG5B,peat,276,Slumgullion,,37.988019,-107.252273,3104,see about alt route for driving here,17,19,,6.2,system water temperature,2.2,-5.2,9.5,530,,,,,
MAWC.SK1B,peat,277,Skyway Pass fen,,39.040479,-108.066716,3226,,5,7,,11.33,system water temperature,1.2,-4.9,7.3,1002,,,,,
MAWC.SK2B,peat,278,Skyway Pass fen,,39.040479,-108.066716,3226,,5,7,,11.33,system water temperature,1.2,-4.9,7.3,1002,,,,,
MAWC.SK3B,peat,279,Skyway Pass fen,,39.040479,-108.066716,3226,,5,7,,11.33,system water temperature,1.2,-4.9,7.3,1002,,,,,
MAWC.SK4B,peat,280,Skyway Pass fen,,39.040479,-108.066716,3226,,5,7,,11.33,system water temperature,1.2,-4.9,7.3,1002,,,,,
MAWC.SL1A,peat,281,Sand Lake,,41.342148,-106.166849,2731,,3,5,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL1B,peat,282,Sand Lake,,41.342148,-106.166849,2731,,12,14,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL2A,peat,283,Sand Lake,,41.342148,-106.166849,2731,,3,5,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL2B,peat,284,Sand Lake,,41.342148,-106.166849,2731,,12,14,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL3A,peat,285,Sand Lake,,41.342148,-106.166849,2731,,3,5,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL3B,peat,286,Sand Lake,,41.342148,-106.166849,2731,,11,13,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL4A,peat,287,Sand Lake,,41.342148,-106.166849,2731,,3,5,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SL4B,peat,288,Sand Lake,,41.342148,-106.166849,2731,,12,14,,19.89,system water temperature,2.5,-4.4,9.3,563,,,,,
MAWC.SM1A,peat,289,Sheep Mountain,,41.18532,-106.02869,2785,,3,5,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
MAWC.SM1B,peat,290,Sheep Mountain,,41.18532,-106.02869,2785,,22,24,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
MAWC.SM2B,peat,291,Sheep Mountain,,41.18532,-106.02869,2785,,5,7,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
MAWC.SM3B,peat,292,Sheep Mountain,,41.18532,-106.02869,2785,,5,7,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
MAWC.SM4A,peat,293,Sheep Mountain,,41.18532,-106.02869,2785,,3,5,,13.26,system water temperature,2.3,-4.2,8.8,547,,,,,
