sample_id,sample_type,surface_or_deep,sample_type_depth,sample_number,site_name,mountain_range,latitude,longitude,elevation,notes,depth_start,depth_end,measured_temperature,temperature_type,Tann,Tmin,Tmax,MAP,climate_data_source,Tann_snotel,Tmin_snotel,Tmax_snotel,MAP_snotel
MAWC.LBFL21_3_17_18_cm,peat,,peat_,128,LBFL21 peat core,,,,,,,,,,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_19_20_cm,peat,,peat_,129,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_21_22_cm,peat,,peat_,130,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_23_24_cm,peat,,peat_,131,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_25_26_cm,peat,,peat_,132,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_3_4_cm,peat,,peat_,133,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_5_6_cm,peat,,peat_,134,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_7_8_cm,peat,,peat_,135,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_9_10_cm,peat,,peat_,136,LBFL21 peat core,,,,,,,,,,2.5,-4.4,9.3,562.58,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_warm_19_20_cm,peat,,peat_,137,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_3_warm_3_4_cm,peat,,peat_,138,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_1_2_cm,peat,,peat_,139,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_11_12_cm,peat,,peat_,140,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_13_14_cm,peat,,peat_,141,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_15_16_cm,peat,,peat_,142,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_17_18_cm,peat,,peat_,143,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_19_20_cm,peat,,peat_,144,LBFL21 peat core,,,,,,,,,,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_21_22_cm,peat,,peat_,145,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_23_24_cm,peat,,peat_,146,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_3_4_cm,peat,,peat_,147,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_5_6_cm,peat,,peat_,148,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_7_8_cm,peat,,peat_,149,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_4_9_10_cm,peat,,peat_,150,LBFL21 peat core,,,,,,,,,,1.3,-4.8,7.5,836.06,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_10_11_cm,peat,,peat_,151,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_12_13_cm,peat,,peat_,152,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_14_15_cm,peat,,peat_,153,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_16_17_cm,peat,,peat_,154,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_18_19_cm,peat,,peat_,155,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_2_3_cm,peat,,peat_,156,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_20_21_cm,peat,,peat_,157,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_22_23_cm,peat,,peat_,158,LBFL21 peat core,,,,,,,,,,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_4_5_cm,peat,,peat_,159,LBFL21 peat core,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_6_7_cm,peat,,peat_,160,LBFL21 peat core,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LBFL21_5_8_9_cm,peat,,peat_,161,LBFL21 peat core,,,,,,,,,,0.1,-7.8,8,576.92,PRISM 1991-2020 800-m,,,,
MAWC.LF1B,peat,deep,peat_deep,162,Libby Flats,,41.334433,-106.28601,3219,,5,7,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF2B,peat,deep,peat_deep,163,Libby Flats,,41.334433,-106.28601,3219,,5,7,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF3B,peat,deep,peat_deep,164,Libby Flats,,41.334433,-106.28601,3219,,5,7,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LF4B,peat,deep,peat_deep,165,Libby Flats,,41.334433,-106.28601,3219,,5,7,16.18,system water temperature,-0.3,-6.2,5.5,1034.57,PRISM 1991-2020 800-m,,,,
MAWC.LI1A,peat,surface,peat_surface,166,Libby Flats (main),,41.320984,-106.27853,3195,,3,5,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI1B,peat,deep,peat_deep,167,Libby Flats (main),,41.320984,-106.27853,3195,,59,61,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI2A,peat,surface,peat_surface,168,Libby Flats (main),,41.320984,-106.27853,3195,,3,5,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI2B,peat,deep,peat_deep,169,Libby Flats (main),,41.320984,-106.27853,3195,,81,83,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI3A,peat,surface,peat_surface,170,Libby Flats (main),,41.320984,-106.27853,3195,,3,5,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI3B,peat,deep,peat_deep,171,Libby Flats (main),,41.320984,-106.27853,3195,,12,14,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI4A,peat,surface,peat_surface,172,Libby Flats (main),,41.320984,-106.27853,3195,,3,5,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LI4B,peat,deep,peat_deep,173,Libby Flats (main),,41.320984,-106.27853,3195,,12,14,13.76,system water temperature,-0.1,-6,5.8,1009.6,PRISM 1991-2020 800-m,,,,
MAWC.LL1A_J,peat,surface,peat_surface,174,Lily Lake,,44.949021,-109.71558,2341,,3,5,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL1B_J,peat,deep,peat_deep,175,Lily Lake,,44.949021,-109.71558,2341,,28,30,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL2A_J,peat,surface,peat_surface,176,Lily Lake,,44.949021,-109.71558,2341,,3,5,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL2B_J,peat,deep,peat_deep,177,Lily Lake,,44.949021,-109.71558,2341,,34,36,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL3A_J,peat,surface,peat_surface,178,Lily Lake,,44.949021,-109.71558,2341,,3,5,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL3B_J,peat,deep,peat_deep,179,Lily Lake,,44.949021,-109.71558,2341,,72,74,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL4A_J,peat,surface,peat_surface,180,Lily Lake,,44.949021,-109.71558,2341,,3,5,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LL4B_J,peat,deep,peat_deep,181,Lily Lake,,44.949021,-109.71558,2341,,70,72,11.1,system water temperature,2.2,-4.5,8.8,655.62,PRISM 1991-2020 800-m,,,,
MAWC.LY1A_S,peat,surface,peat_surface,182,Lily Lake (BTNF),,43.770437,-110.32687,2456,,3,5,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY1B_S,peat,deep,peat_deep,183,Lily Lake (BTNF),,43.770437,-110.32687,2456,,9,11,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY2A_S,peat,surface,peat_surface,184,Lily Lake (BTNF),,43.770437,-110.32687,2456,,3,5,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY2B_S,peat,deep,peat_deep,185,Lily Lake (BTNF),,43.770437,-110.32687,2456,,11,13,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY3B_S,peat,deep,peat_deep,186,Lily Lake (BTNF),,43.770437,-110.32687,2456,,5,7,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY4A_S,peat,surface,peat_surface,187,Lily Lake (BTNF),,43.770437,-110.32687,2456,,3,5,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LY4B_S,peat,deep,peat_deep,188,Lily Lake (BTNF),,43.770437,-110.32687,2456,,5,7,9,system water temperature,1.8,-5.4,9.1,607.21,PRISM 1991-2020 800-m,,,,
MAWC.LZ1A,peat,surface,peat_surface,189,Lizard Head fen,,37.834749,-107.9061,3327,,3,5,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ1B,peat,deep,peat_deep,190,Lizard Head fen,,37.834749,-107.9061,3327,,NA,NA,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ2A,peat,surface,peat_surface,191,Lizard Head fen,,37.834749,-107.9061,3327,,3,5,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ2B,peat,deep,peat_deep,192,Lizard Head fen,,37.834749,-107.9061,3327,,19,21,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ3A,peat,surface,peat_surface,193,Lizard Head fen,,37.834749,-107.9061,3327,,3,5,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ3B,peat,deep,peat_deep,194,Lizard Head fen,,37.834749,-107.9061,3327,,15,17,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ4A,peat,surface,peat_surface,195,Lizard Head fen,,37.834749,-107.9061,3327,,3,5,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.LZ4B,peat,deep,peat_deep,196,Lizard Head fen,,37.834749,-107.9061,3327,,14,16,12.71,system water temperature,2.2,-4.2,8.7,877.38,PRISM 1991-2020 800-m,,,,
MAWC.MB1A,peat,surface,peat_surface,197,Medicine Bow fen,,41.349467,-106.23324,3176,,3,5,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB2B,peat,deep,peat_deep,198,Medicine Bow fen,,41.349467,-106.23324,3176,,5,7,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB3A,peat,surface,peat_surface,199,Medicine Bow fen,,41.349467,-106.23324,3176,,3,5,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB3B,peat,deep,peat_deep,200,Medicine Bow fen,,41.349467,-106.23324,3176,,15,17,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB4A,peat,surface,peat_surface,201,Medicine Bow fen,,41.349467,-106.23324,3176,,3,5,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB4B,peat,deep,peat_deep,202,Medicine Bow fen,,41.349467,-106.23324,3176,,5,7,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB5A,peat,surface,peat_surface,203,Medicine Bow fen,,41.349467,-106.23324,3176,,3,5,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.MB5B,peat,deep,peat_deep,204,Medicine Bow fen,,41.349467,-106.23324,3176,,5,7,11,system water temperature,0.6,-5.4,6.6,882.15,PRISM 1991-2020 800-m,,,,
MAWC.ME1A_S,peat,surface,peat_surface,205,Meadow Lake fen,,44.925679,-109.54648,3011,,3,5,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME1B_S,peat,deep,peat_deep,206,Meadow Lake fen,,44.925679,-109.54648,3011,,11,13,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME2A_S,peat,surface,peat_surface,207,Meadow Lake fen,,44.925679,-109.54648,3011,,3,5,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME2B_S,peat,deep,peat_deep,208,Meadow Lake fen,,44.925679,-109.54648,3011,,19,21,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME3A_S,peat,surface,peat_surface,209,Meadow Lake fen,,44.925679,-109.54648,3011,,3,5,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME3B_S,peat,deep,peat_deep,210,Meadow Lake fen,,44.925679,-109.54648,3011,,10,12,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME4A_S,peat,surface,peat_surface,211,Meadow Lake fen,,44.925679,-109.54648,3011,,3,5,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ME4B_S,peat,deep,peat_deep,212,Meadow Lake fen,,44.925679,-109.54648,3011,,7,9,17,system water temperature,-0.5,-6,5,990.51,PRISM 1991-2020 800-m,,,,
MAWC.ML1A_J,peat,surface,peat_surface,213,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML1B_J,peat,deep,peat_deep,214,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,29,31,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML2A_J,peat,surface,peat_surface,215,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML3A_J,peat,surface,peat_surface,216,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML3B_J,peat,deep,peat_deep,217,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,29,31,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML4A_J,peat,surface,peat_surface,218,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML4B_J,peat,deep,peat_deep,219,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,24,26,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML5A_J,peat,surface,peat_surface,220,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,3,5,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.ML5B_J,peat,deep,peat_deep,221,Mountain Lake,,44.926738,-109.52905,2949,maybe add clay butte fen? check out upper/lower fens at mountain lake,50,52,12.15,system water temperature,-0.4,-6.2,5.5,970.68,PRISM 1991-2020 800-m,,,,
MAWC.MP1A,peat,surface,peat_surface,222,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,3,5,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP1B,peat,deep,peat_deep,223,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,19,21,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP2A,peat,surface,peat_surface,224,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,3,5,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP2B,peat,deep,peat_deep,225,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,5,7,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP3A,peat,surface,peat_surface,226,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,3,5,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP3B,peat,deep,peat_deep,227,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,17,19,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP4A,peat,surface,peat_surface,228,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,3,5,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.MP4B,peat,deep,peat_deep,229,Medicine Bow Pass fen,,41.323336,-106.32557,3196,,5,7,10,system water temperature,-0.5,-6.4,5.4,1160.76,PRISM 1991-2020 800-m,,,,
MAWC.NF1A,peat,surface,peat_surface,230,North Fork Rock Creek,,41.459646,-106.23214,2965,,3,5,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF1B,peat,deep,peat_deep,231,North Fork Rock Creek,,41.459646,-106.23214,2965,,13,15,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF2A,peat,surface,peat_surface,232,North Fork Rock Creek,,41.459646,-106.23214,2965,,3,5,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF2B,peat,deep,peat_deep,233,North Fork Rock Creek,,41.459646,-106.23214,2965,,12,14,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF3A,peat,surface,peat_surface,234,North Fork Rock Creek,,41.459646,-106.23214,2965,,3,5,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF3B,peat,deep,peat_deep,235,North Fork Rock Creek,,41.459646,-106.23214,2965,,13,15,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF4A,peat,surface,peat_surface,236,North Fork Rock Creek,,41.459646,-106.23214,2965,,3,5,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.NF4B,peat,deep,peat_deep,237,North Fork Rock Creek,,41.459646,-106.23214,2965,,10,12,6.39,system water temperature,0.9,-5.1,6.9,957.82,PRISM 1991-2020 800-m,,,,
MAWC.PC1A,peat,surface,peat_surface,238,Pole Creek,,44.169988,-106.91243,2353,,3,5,13.64,system water temperature,3.4,-2.7,9.4,504.93,PRISM 1991-2020 800-m,,,,
MAWC.PC1B,peat,deep,peat_deep,239,Pole Creek,,44.169988,-106.91243,2353,,20,22,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC2A,peat,surface,peat_surface,240,Pole Creek,,44.169988,-106.91243,2353,,3,5,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC2B,peat,deep,peat_deep,241,Pole Creek,,44.169988,-106.91243,2353,,20,22,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC3A,peat,surface,peat_surface,242,Pole Creek,,44.169988,-106.91243,2353,,3,5,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC3B,peat,deep,peat_deep,243,Pole Creek,,44.169988,-106.91243,2353,,20,22,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC4A,peat,surface,peat_surface,244,Pole Creek,,44.169988,-106.91243,2353,,3,5,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.PC4B,peat,deep,peat_deep,245,Pole Creek,,44.169988,-106.91243,2353,,14,16,13.64,system water temperature,3.4,-2.7,9,505,PRISM 1991-2020 800-m,,,,
MAWC.RC1A,peat,surface,peat_surface,246,Ranger Creek,,44.611622,-107.266,2507,,3,5,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC1B,peat,deep,peat_deep,247,Ranger Creek,,44.611622,-107.266,2507,,6,8,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC2A,peat,surface,peat_surface,248,Ranger Creek,,44.611622,-107.266,2507,,3,5,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC2B,peat,deep,peat_deep,249,Ranger Creek,,44.611622,-107.266,2507,,10,12,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC3A,peat,surface,peat_surface,250,Ranger Creek,,44.611622,-107.266,2507,,3,5,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC3B,peat,deep,peat_deep,251,Ranger Creek,,44.611622,-107.266,2507,,15,17,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC4A,peat,surface,peat_surface,252,Ranger Creek,,44.611622,-107.266,2507,,3,5,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RC4B,peat,deep,peat_deep,253,Ranger Creek,,44.611622,-107.266,2507,,52,54,10.83,system water temperature,2.1,-3.9,8,660,PRISM 1991-2020 800-m,,,,
MAWC.RM1A,peat,surface,peat_surface,254,Red Mountain,,37.902285,-107.70918,3355,,3,5,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM1B,peat,deep,peat_deep,255,Red Mountain,,37.902285,-107.70918,3355,,18,20,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM2A,peat,surface,peat_surface,256,Red Mountain,,37.902285,-107.70918,3355,,3,5,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM2B,peat,deep,peat_deep,257,Red Mountain,,37.902285,-107.70918,3355,,12,14,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM3A,peat,surface,peat_surface,258,Red Mountain,,37.902285,-107.70918,3355,,3,5,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM3B,peat,deep,peat_deep,259,Red Mountain,,37.902285,-107.70918,3355,,23,25,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM4A,peat,surface,peat_surface,260,Red Mountain,,37.902285,-107.70918,3355,,3,5,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RM4B,peat,deep,peat_deep,261,Red Mountain,,37.902285,-107.70918,3355,,29,31,10.92,system water temperature,1.5,-5.3,8,1037,PRISM 1991-2020 800-m,,,,
MAWC.RR2A,peat,surface,peat_surface,262,Rob Roy Reservoir,,41.229141,-106.2694,2916,,3,5,11.88,system water temperature,1.4,-5.1,8,882,PRISM 1991-2020 800-m,,,,
MAWC.RR2B,peat,deep,peat_deep,263,Rob Roy Reservoir,,41.229141,-106.2694,2916,,19,21,11.88,system water temperature,1.4,-5.1,8,882,PRISM 1991-2020 800-m,,,,
MAWC.RR3A,peat,surface,peat_surface,264,Rob Roy Reservoir,,41.229141,-106.2694,2916,,3,5,11.88,system water temperature,1.4,-5.1,8,882,PRISM 1991-2020 800-m,,,,
MAWC.RR3B,peat,deep,peat_deep,265,Rob Roy Reservoir,,41.229141,-106.2694,2916,,11,13,11.88,system water temperature,1.4,-5.1,8,882,PRISM 1991-2020 800-m,,,,
MAWC.RR4B,peat,deep,peat_deep,266,Rob Roy Reservoir,,41.229141,-106.2694,2916,,5,7,11.88,system water temperature,1.4,-5.1,8,882,PRISM 1991-2020 800-m,,,,
MAWC.SG1A,peat,surface,peat_surface,267,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,3,5,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
MAWC.SG1B,peat,deep,peat_deep,268,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,21,23,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
MAWC.SG2A,peat,surface,peat_surface,269,Slumgullion,,37.988019,-107.25227,3104,see about alt route for driving here,3,5,6.2,system water temperature,2.2,-5.2,10,530,PRISM 1991-2020 800-m,,,,
